economic_context_key,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed
335,-1.1,94.199,-37.5,0.883,4963.6
336,-1.1,94.199,-37.5,0.882,4963.6
337,-1.1,94.199,-37.5,0.881,4963.6
338,-1.1,94.199,-37.5,0.88,4963.6
339,-1.1,94.199,-37.5,0.879,4963.6
340,-1.1,94.199,-37.5,0.878,4963.6
341,-1.1,94.199,-37.5,0.877,4963.6
342,-1.1,94.199,-37.5,0.876,4963.6
343,-1.1,94.601,-49.5,0.942,4963.6
344,-1.1,94.601,-49.5,0.953,4963.6
345,-1.1,94.601,-49.5,0.956,4963.6
346,-1.1,94.601,-49.5,0.959,4963.6
347,-1.1,94.601,-49.5,0.965,4963.6
348,-1.1,94.601,-49.5,0.972,4963.6
349,-1.1,94.601,-49.5,0.977,4963.6
350,-1.1,94.601,-49.5,0.982,4963.6
351,-1.1,94.601,-49.5,0.985,4963.6
352,-1.1,94.601,-49.5,0.987,4963.6
353,-1.1,94.601,-49.5,0.993,4963.6
354,-1.1,94.601,-49.5,1.0,4963.6
355,-1.1,94.601,-49.5,1.008,4963.6
356,-1.1,94.601,-49.5,1.016,4963.6
357,-1.1,94.601,-49.5,1.025,4963.6
358,-1.1,94.601,-49.5,1.029,4963.6
359,-1.1,94.601,-49.5,1.032,4963.6
360,-1.1,94.601,-49.5,1.037,4963.6
361,-1.1,94.601,-49.5,1.043,4963.6
362,-1.1,94.601,-49.5,1.045,4963.6
363,-1.1,94.767,-50.8,1.047,4963.6
364,-1.1,94.767,-50.8,1.05,4963.6
365,-1.1,94.767,-50.8,1.049,4963.6
366,-1.1,94.767,-50.8,1.048,4963.6
367,-1.1,94.767,-50.8,1.046,4963.6
368,-1.1,94.767,-50.8,1.044,4963.6
369,-1.1,94.767,-50.8,1.041,4963.6
370,-1.1,94.767,-50.8,1.04,4963.6
371,-1.1,94.767,-50.8,1.039,4963.6
372,-1.1,94.767,-50.8,1.035,4963.6
373,-1.1,94.767,-50.8,1.03,4963.6
374,-1.1,94.767,-50.8,1.031,4963.6
375,-1.1,94.767,-50.8,1.028,4963.6
